Name,Set,Color,ColorID,Type,Subtype,CMC,Rarity,Text,Keywords,Power,Toughness,Printings,Layout,Side
"Lutri, the Spellchaser",IKO,"R, U","R, U",Creature,"Elemental, Otter",3,Rare,"Companion — Each nonland card in your starting deck has a different name. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Flash
When Lutri, the Spellchaser enters the battlefield, if you cast it, copy target instant or sorcery spell you control. You may choose new targets for the copy.","Companion, Flash",3,2,"IKO, PIKO",Normal,
"Obosh, the Preypiercer",IKO,"B, R","B, R",Creature,"Hellion, Horror",5,Rare,"Companion — Your starting deck contains only cards with odd mana values and land cards. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
If a source you control with an odd mana value would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",Companion,3,5,"IKO, PIKO",Normal,
"Umori, the Collector",IKO,"B, G","B, G",Creature,Ooze,4,Rare,"Companion — Each nonland card in your starting deck shares a card type. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
As Umori, the Collector enters the battlefield, choose a card type.
Spells you cast of the chosen type cost {1} less to cast.",Companion,4,5,"IKO, PIKO",Normal,
"Yorion, Sky Nomad",IKO,"U, W","U, W",Creature,"Bird, Serpent",5,Rare,"Companion — Your starting deck contains at least twenty cards more than the minimum deck size. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Flying
When Yorion enters the battlefield, exile any number of other nonland permanents you own and control. Return those cards to the battlefield at the beginning of the next end step.","Companion, Flying",4,5,"IKO, PIKO",Normal,
"Zirda, the Dawnwaker",IKO,"R, W","R, W",Creature,"Elemental, Fox",3,Rare,"Companion — Each permanent card in your starting deck has an activated ability. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
Abilities you activate that aren't mana abilities cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.
{1}, {T}: Target creature can't block this turn.",Companion,3,3,"IKO, PIKO",Normal,
Crystalline Giant,IKO,,,"Artifact, Creature",Giant,3,Rare,"At the beginning of combat on your turn, choose a kind of counter at random that Crystalline Giant doesn't have on it from among flying, first strike, deathtouch, hexproof, lifelink, menace, reach, trample, vigilance, and +1/+1. Put a counter of that kind on Crystalline Giant.",,3,3,"IKO, PIKO",Normal,
The Ozolith,IKO,,,Artifact,,1,Rare,"Whenever a creature you control leaves the battlefield, if it had counters on it, put those counters on The Ozolith.
At the beginning of combat on your turn, if The Ozolith has counters on it, you may move all counters from The Ozolith onto target creature.",,,,"IKO, PIKO",Normal,
Bonders' Enclave,IKO,,,Land,,0,Rare,"{T}: Add {C}.
{3}, {T}: Draw a card. Activate only if you control a creature with power 4 or greater.",,,,"IKO, PIKO",Normal,
Colossification,IKO,G,G,Enchantment,Aura,7,Rare,"Enchant creature
When Colossification enters the battlefield, tap enchanted creature.
Enchanted creature gets +20/+20.",Enchant,,,"IKO, PIKO",Normal,
Flourishing Fox,IKO,W,W,Creature,Fox,1,Uncommon,"Whenever you cycle another card, put a +1/+1 counter on Flourishing Fox.
Cycling {1} ({1}, Discard this card: Draw a card.)",Cycling,1,1,IKO,Normal,
Heartless Act,IKO,B,B,Instant,,2,Uncommon,"Choose one —
• Destroy target creature with no counters on it.
• Remove up to three counters from target creature.",,,,IKO,Normal,
Forbidden Friendship,IKO,R,R,Sorcery,,2,Common,Create a 1/1 red Dinosaur creature token with haste and a 1/1 white Human Soldier creature token.,,,,IKO,Normal,
Migration Path,IKO,G,G,Sorcery,,4,Uncommon,"Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
Cycling {2} ({2}, Discard this card: Draw a card.)",Cycling,,,IKO,Normal,
Sprite Dragon,IKO,"R, U","R, U",Creature,"Faerie, Dragon",2,Uncommon,"Flying, haste
Whenever you cast a noncreature spell, put a +1/+1 counter on Sprite Dragon.","Flying, Haste",1,1,"IKO, PMEI",Normal,
Huntmaster Liger,IKO,W,W,Creature,Cat,4,Uncommon,"Mutate {2}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, other creatures you control get +X/+X until end of turn, where X is the number of times this creature has mutated.",Mutate,3,4,IKO,Normal,
Luminous Broodmoth,IKO,W,W,Creature,Insect,4,Mythic,"Flying
Whenever a creature you control without flying dies, return it to the battlefield under its owner's control with a flying counter on it.",Flying,3,4,"IKO, PIKO",Normal,
Pollywog Symbiote,IKO,U,U,Creature,Frog,2,Uncommon,"Each creature spell you cast costs {1} less to cast if it has mutate.
Whenever you cast a creature spell, if it has mutate, draw a card, then discard a card.",,1,3,IKO,Normal,
Void Beckoner,IKO,B,B,Creature,"Nightmare, Horror",8,Uncommon,"Deathtouch
Cycling {2}{B} ({2}{B}, Discard this card: Draw a card.)
When you cycle Void Beckoner, put a deathtouch counter on target creature you control.","Cycling, Deathtouch",8,8,IKO,Normal,
Void Beckoner,IKO,B,B,Creature,"Nightmare, Horror",8,Uncommon,"Deathtouch
Cycling {2}{B} ({2}{B}, Discard this card: Draw a card.)
When you cycle Void Beckoner, put a deathtouch counter on target creature you control.","Cycling, Deathtouch",8,8,IKO,Normal,
Everquill Phoenix,IKO,R,R,Creature,Phoenix,4,Rare,"Mutate {3}{R} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying
Whenever this creature mutates, create a red artifact token named Feather with ""{1}, Sacrifice Feather: Return target Phoenix card from your graveyard to the battlefield tapped.""","Flying, Mutate",4,4,"IKO, PIKO",Normal,
"Yidaro, Wandering Monster",IKO,R,R,Creature,"Dinosaur, Turtle",7,Rare,"Trample, haste
Cycling {1}{R}
When you cycle Yidaro, Wandering Monster, shuffle it into your library from your graveyard. If you've cycled a card named Yidaro, Wandering Monster four or more times this game, put it onto the battlefield from your graveyard instead. (Do this before you draw.)","Cycling, Haste, Trample",8,8,"IKO, PIKO",Normal,
Gemrazer,IKO,G,G,Creature,Beast,4,Rare,"Mutate {1}{G}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Reach, trample
Whenever this creature mutates, destroy target artifact or enchantment an opponent controls.","Mutate, Reach, Trample",4,4,"IKO, PIKO",Normal,
Titanoth Rex,IKO,G,G,Creature,"Dinosaur, Beast",9,Uncommon,"Trample
Cycling {1}{G} ({1}{G}, Discard this card: Draw a card.)
When you cycle Titanoth Rex, put a trample counter on target creature you control.","Cycling, Trample",11,11,IKO,Normal,
"Brokkos, Apex of Forever",IKO,"B, G, U","B, G, U",Creature,"Nightmare, Beast, Elemental",5,Mythic,"Mutate {2}{U/B}{G}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Trample
You may cast Brokkos, Apex of Forever from your graveyard using its mutate ability.","Mutate, Trample",6,6,"IKO, PIKO",Normal,
"Illuna, Apex of Wishes",IKO,"G, R, U","G, R, U",Creature,"Beast, Elemental, Dinosaur",5,Mythic,"Mutate {3}{R/G}{U}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying, trample
Whenever this creature mutates, exile cards from the top of your library until you exile a nonland permanent card. Put that card onto the battlefield or into your hand.","Flying, Mutate, Trample",6,6,"IKO, PIKO",Normal,
"Nethroi, Apex of Death",IKO,"B, G, W","B, G, W",Creature,"Cat, Nightmare, Beast",5,Mythic,"Mutate {4}{G/W}{B}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Deathtouch, lifelink
Whenever this creature mutates, return any number of target creature cards with total power 10 or less from your graveyard to the battlefield.","Deathtouch, Lifelink, Mutate",5,5,"IKO, PIKO",Normal,
"Snapdax, Apex of the Hunt",IKO,"B, R, W","B, R, W",Creature,"Dinosaur, Cat, Nightmare",4,Mythic,"Mutate {2}{B/R}{W}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Double strike
Whenever this creature mutates, it deals 4 damage to target creature or planeswalker an opponent controls and you gain 4 life.","Double strike, Mutate",3,5,"IKO, PIKO",Normal,
Sprite Dragon,IKO,"R, U","R, U",Creature,"Faerie, Dragon",2,Uncommon,"Flying, haste
Whenever you cast a noncreature spell, put a +1/+1 counter on Sprite Dragon.","Flying, Haste",1,1,"IKO, PMEI",Normal,
"Vadrok, Apex of Thunder",IKO,"R, U, W","R, U, W",Creature,"Elemental, Dinosaur, Cat",3,Mythic,"Mutate {1}{W/U}{R}{R} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying, first strike
Whenever this creature mutates, you may cast target noncreature card with mana value 3 or less from your graveyard without paying its mana cost.","First strike, Flying, Mutate",3,3,"IKO, PIKO",Normal,
"Gyruda, Doom of Depths",IKO,"B, U","B, U",Creature,"Demon, Kraken",6,Rare,"Companion — Your starting deck contains only cards with even mana values. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} any time you could cast a sorcery.)
When Gyruda enters the battlefield, each player mills four cards. Put a creature card with an even mana value from among the milled cards onto the battlefield under your control.","Companion, Mill",6,6,"IKO, PIKO",Normal,
Mysterious Egg,IKO,,,Creature,Egg,1,Common,"Whenever this creature mutates, put a +1/+1 counter on it.",,0,2,IKO,Normal,
Dirge Bat,IKO,B,B,Creature,Bat,4,Rare,"Mutate {4}{B}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flash
Flying
Whenever this creature mutates, destroy target creature or planeswalker an opponent controls.","Flash, Flying, Mutate",3,3,"IKO, PIKO",Normal,
Crystalline Giant,IKO,,,"Artifact, Creature",Giant,3,Rare,"At the beginning of combat on your turn, choose a kind of counter at random that Crystalline Giant doesn't have on it from among flying, first strike, deathtouch, hexproof, lifelink, menace, reach, trample, vigilance, and +1/+1. Put a counter of that kind on Crystalline Giant.",,3,3,"IKO, PIKO",Normal,
Axgard Braggart,KHM,W,W,Creature,"Dwarf, Warrior",4,Common,Boast — {1}{W}: Untap Axgard Braggart. Put a +1/+1 counter on it. (Activate only if this creature attacked this turn and only once each turn.),Boast,3,3,KHM,Normal,
Battershield Warrior,KHM,W,W,Creature,"Human, Warrior",3,Uncommon,Boast — {1}{W}: Creatures you control get +1/+1 until end of turn. (Activate only if this creature attacked this turn and only once each turn.),Boast,2,2,KHM,Normal,
Battlefield Raptor,KHM,W,W,Creature,Bird,1,Common,"Flying, first strike","First strike, Flying",1,2,KHM,Normal,
Beskir Shieldmate,KHM,W,W,Creature,"Human, Warrior",2,Common,"When Beskir Shieldmate dies, create a 1/1 white Human Warrior creature token.",,2,1,KHM,Normal,
Bound in Gold,KHM,W,W,Enchantment,Aura,3,Common,"Enchant permanent
Enchanted permanent can't attack, block, or crew Vehicles, and its activated abilities can't be activated unless they're mana abilities.",Enchant,,,KHM,Normal,
Clarion Spirit,KHM,W,W,Creature,Spirit,2,Uncommon,"Whenever you cast your second spell each turn, create a 1/1 white Spirit creature token with flying.",,2,2,KHM,Normal,
Codespell Cleric,KHM,W,W,Creature,"Human, Cleric",1,Common,"Vigilance
When Codespell Cleric enters the battlefield, if it was the second spell you cast this turn, put a +1/+1 counter on target creature.",Vigilance,1,1,KHM,Normal,
Divine Gambit,KHM,W,W,Sorcery,,2,Uncommon,"Exile target artifact, creature, or enchantment an opponent controls. That player may put a permanent card from their hand onto the battlefield.",,,,"KHM, STA",Normal,
Doomskar,KHM,W,W,Sorcery,,5,Rare,"Destroy all creatures.
Foretell {1}{W}{W} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",Foretell,,,"KHM, PKHM",Normal,
Doomskar Oracle,KHM,W,W,Creature,"Human, Cleric",3,Common,"Whenever you cast your second spell each turn, you gain 2 life.
Foretell {W} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",Foretell,3,2,KHM,Normal,
Giant Ox,KHM,W,W,Creature,Ox,2,Common,Giant Ox crews Vehicles using its toughness rather than its power.,,0,6,KHM,Normal,
Glorious Protector,KHM,W,W,Creature,"Angel, Cleric",4,Rare,"Flash
Flying
When Glorious Protector enters the battlefield, you may exile any number of non-Angel creatures you control until Glorious Protector leaves the battlefield.
Foretell {2}{W}","Flash, Flying, Foretell",3,4,"KHM, PKHM",Normal,
Gods' Hall Guardian,KHM,W,W,Creature,Cat,6,Common,"Vigilance
Foretell {3}{W} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)","Foretell, Vigilance",3,6,KHM,Normal,
Goldmaw Champion,KHM,W,W,Creature,"Dwarf, Warrior",3,Common,Boast — {1}{W}: Tap target creature. (Activate only if this creature attacked this turn and only once each turn.),Boast,2,3,KHM,Normal,
"Halvar, God of Battle // Sword of the Realms",KHM,W,W,Creature,God,4,Mythic,"Creatures you control that are enchanted or equipped have double strike.
At the beginning of each combat, you may attach target Aura or Equipment attached to a creature you control to target creature you control.",Equip,4,4,"KHM, PKHM",Modal_dfc,a
"Halvar, God of Battle // Sword of the Realms",KHM,W,W,Artifact,Equipment,4,Mythic,"Equipped creature gets +2/+0 and has vigilance.
Whenever equipped creature dies, return it to its owner's hand.
Equip {1}{W}",Equip,,,"KHM, PKHM",Modal_dfc,b
